Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,Roster Position,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
133646-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,20.02352905273437,17,9100,NO@DET,DET,NO,,,,,,RB/FLEX,Jahmyr Gibbs,fd,9100,jahmyr gibbs,DET,RB,classic,00-0039139,auto_exact,high
133646-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,17.006250381469727,16,8900,TB@CIN,CIN,TB,Q,Knee,,,,WR/FLEX,Ja'Marr Chase,fd,8900,jamarr chase,CIN,WR,classic,00-0036900,auto_exact,high
133646-62239,QB,Josh,Josh Allen,Allen,24.32000054253472,18,8900,BUF@HOU,BUF,HOU,,,,,,QB,Josh Allen,fd,8900,josh allen,BUF,QB,classic,00-0034857,auto_exact,high
133646-136855,RB,Bijan,Bijan Robinson,Robinson,20.723528693704043,17,8800,ATL@PIT,ATL,PIT,,,,,,RB/FLEX,Bijan Robinson,fd,8800,bijan robinson,ATL,RB,classic,00-0038542,auto_exact,high
133646-89675,RB,Jonathan,Jonathan Taylor,Taylor,20.84117575252757,17,8600,BAL@IND,IND,BAL,,,,,,RB/FLEX,Jonathan Taylor,fd,8600,jonathan taylor,IND,RB,classic,00-0036223,auto_exact,high
133646-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,16.5,17,8600,NO@DET,DET,NO,,,,,,WR/FLEX,Amon-Ra St. Brown,fd,8600,amon ra st brown,DET,WR,classic,00-0036963,auto_exact,high
133646-63115,QB,Lamar,Lamar Jackson,Jackson,17.066153893103966,13,8400,BAL@IND,BAL,IND,,,,,,QB,Lamar Jackson,fd,8400,lamar jackson,BAL,QB,classic,00-0034796,auto_exact,high
133646-39280,RB,Derrick,Derrick Henry,Henry,17.41176470588235,17,8300,BAL@IND,BAL,IND,,,,,,RB/FLEX,Derrick Henry,fd,8300,derrick henry,BAL,RB,classic,00-0032764,auto_exact,high
133646-63336,QB,Joe,Joe Burrow,Burrow,18.1825008392334,8,8200,TB@CIN,CIN,TB,,,,,,QB,Joe Burrow,fd,8200,joe burrow,CIN,QB,classic,00-0036442,auto_exact,high
133646-152113,QB,Caleb,Caleb Williams,Williams,19.67894704718339,19,8000,CHI@CAR,CHI,CAR,,,,,,QB,Caleb Williams,fd,8000,caleb williams,CHI,QB,classic,00-0039918,auto_exact,high
133646-152664,RB,Bucky,Bucky Irving,Irving,12.65,10,7900,TB@CIN,TB,CIN,,,,,,RB/FLEX,Bucky Irving,fd,7900,bucky irving,TB,RB,classic,00-0039361,auto_exact,high
