team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
ATL,pass,1.0,exclusive,18.12,30.5,1.6829,12.38
CLE,pass,1.0,exclusive,18.05,30.01,1.6627,11.96
MIN,pass,1.0,exclusive,19.61,32.11,1.6372,12.5
NYJ,pass,1.0,exclusive,21.52,31.31,1.4552,9.79
LV,pass,1.0,exclusive,24.5,32.84,1.3405,8.34
TEN,pass,1.0,exclusive,25.14,32.41,1.2894,7.27
SEA,pass,1.0,exclusive,39.67,30.39,0.766,9.28
ARI,pass,1.0,exclusive,27.82,34.2,1.2295,6.38
MIA,recv,1.0,recent,26.6,31.45,1.1823,4.85
JAX,pass,1.0,exclusive,27.06,31.28,1.156,4.22
ATL,recv,1.0,full_season,24.71,28.52,1.1541,3.81
CHI,rush,1.0,recent,34.53,29.33,0.8494,5.2
NYJ,rush,0.9744,recent,34.65,29.46,0.8501,5.19
BAL,recv,1.0,full_season,26.69,30.68,1.1493,3.99
LV,rush,0.973,recent,33.24,28.56,0.8593,4.68
TEN,rush,1.0,full_season,21.06,23.92,1.1357,2.86
MIA,pass,1.0,exclusive,28.56,32.37,1.1336,3.82
NO,recv,1.0,recent,45.66,39.7,0.8695,5.96
NE,rush,1.0,recent,33.94,29.57,0.871,4.38
MIN,rush,1.0,recent,30.74,26.88,0.8743,3.86
DEN,rush,1.0,full_season,21.01,23.61,1.124,2.6
NO,rush,1.0,recent,27.14,24.04,0.8859,3.1
MIN,recv,1.0,full_season,27.66,30.77,1.1123,3.11
BAL,pass,1.0,exclusive,28.7,31.88,1.1109,3.18
BAL,rush,1.0,recent,35.02,31.26,0.8926,3.76
CLE,recv,1.0,full_season,26.2,29.0,1.1069,2.8
HOU,rush,1.0,recent,30.73,27.45,0.8932,3.28
NYJ,recv,1.0,full_season,27.22,30.03,1.1033,2.81
DEN,pass,1.0,exclusive,29.71,32.72,1.1013,3.01
PHI,recv,1.0,full_season,25.93,28.56,1.1011,2.62
ARI,rush,1.0,recent,32.15,28.97,0.9012,3.18
JAX,recv,0.9524,full_season,25.78,28.22,1.0947,2.44
WAS,rush,1.0,recent,30.84,27.98,0.9073,2.86
NO,pass,1.0,exclusive,45.15,40.97,0.9075,4.18
LV,recv,1.0,recent,34.96,31.75,0.9082,3.21
PHI,pass,1.0,exclusive,27.78,30.31,1.0912,2.53
TB,pass,1.0,exclusive,29.13,31.69,1.088,2.56
LAC,pass,1.0,exclusive,29.35,31.92,1.0875,2.57
JAX,rush,0.9688,recent,30.71,28.1,0.9149,2.61
ATL,rush,1.0,recent,31.83,29.17,0.9164,2.66
SEA,recv,1.0,full_season,27.32,29.53,1.081,2.21
CHI,recv,1.0,recent,29.45,31.75,1.0781,2.3
GB,rush,1.0,full_season,26.26,24.25,0.9233,2.01
GB,recv,1.0,recent,38.46,35.54,0.9241,2.92
DAL,rush,1.0,full_season,22.57,24.25,1.0745,1.68
SF,recv,0.9706,recent,35.35,32.77,0.9271,2.58
CHI,pass,1.0,exclusive,31.26,33.53,1.0724,2.26
CIN,rush,1.0,recent,27.42,25.6,0.9337,1.82
HOU,recv,1.0,recent,37.14,34.83,0.938,2.3
DEN,recv,1.0,recent,29.75,31.58,1.0616,1.83
WAS,recv,1.0,recent,31.71,33.52,1.057,1.81
DAL,recv,1.0,recent,32.31,33.85,1.0477,1.54
MIA,rush,1.0,full_season,21.89,22.88,1.0453,0.99
LAC,rush,1.0,full_season,26.51,25.38,0.9575,1.13
GB,pass,1.0,exclusive,38.03,36.52,0.9604,1.51
WAS,pass,1.0,exclusive,34.52,35.88,1.0395,1.36
CAR,rush,1.0,full_season,24.47,25.4,1.0379,0.93
ARI,recv,1.0,recent,35.03,33.72,0.9625,1.31
DAL,pass,1.0,exclusive,34.58,35.85,1.0366,1.27
PIT,recv,1.0,recent,35.05,33.86,0.966,1.19
LAC,recv,1.0,recent,30.22,31.13,1.0302,0.91
SEA,rush,1.0,full_season,25.26,25.94,1.0271,0.68
SF,rush,1.0,recent,31.72,30.87,0.9731,0.85
TB,recv,1.0,recent,31.44,30.66,0.9752,0.78
TEN,recv,1.0,recent,31.24,30.47,0.9756,0.76
CAR,pass,1.0,exclusive,34.31,35.14,1.0241,0.83
SF,pass,1.0,exclusive,33.56,34.31,1.0224,0.75
NE,pass,1.0,exclusive,32.48,33.16,1.021,0.68
PHI,rush,1.0,recent,29.11,29.68,1.0196,0.57
CLE,rush,1.0,full_season,25.2,24.79,0.9839,0.4
NE,recv,1.0,recent,32.45,31.95,0.9843,0.51
HOU,pass,1.0,exclusive,35.12,35.65,1.0151,0.53
CIN,pass,1.0,exclusive,34.4,34.79,1.0112,0.39
CAR,recv,1.0,recent,33.63,33.38,0.9927,0.25
TB,rush,1.0,full_season,27.31,27.47,1.0059,0.16
PIT,rush,1.0,full_season,24.26,24.35,1.0038,0.09
CIN,recv,1.0,recent,33.91,33.85,0.9983,0.06
PIT,pass,1.0,exclusive,35.49,35.53,1.0011,0.04
