lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,site_player_id,stack_target
1,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
1,DEF,90000121,Lions,DEF,DET,4800,4.83,GB,90000121,game:DET-GB
1,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
1,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
1,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
1,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
1,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,JAX,90000178,game:DET-GB
1,TE,90000228,Tyler Kessler,TE,NO,4100,1.78,ATL,90000228,game:DET-GB
1,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
2,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
2,DEF,90000169,Vikings,DEF,MIN,4300,2.81,HOU,90000169,game:DET-GB
2,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
2,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
2,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
2,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
2,WR3,90000238,Malik Booker,WR,ATL,4500,3.73,NO,90000238,game:DET-GB
2,TE,90000120,Ryan Estrada,TE,DET,4100,1.56,GB,90000120,game:DET-GB
2,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
3,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
3,DEF,90000121,Lions,DEF,DET,4800,4.83,GB,90000121,game:DET-GB
3,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
3,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
3,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
3,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
3,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,JAX,90000178,game:DET-GB
3,TE,90000048,Dominic Whitfield,TE,PHI,4100,1.69,DAL,90000048,game:DET-GB
3,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
4,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
4,DEF,90000169,Vikings,DEF,MIN,4300,2.81,HOU,90000169,game:DET-GB
4,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
4,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
4,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
4,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
4,WR3,90000118,Devon Larkin,WR,DET,4300,2.5,GB,90000118,game:DET-GB
4,TE,90000060,Xavier Larkin,TE,MIA,4300,2.65,SF,90000060,game:DET-GB
4,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
5,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
5,DEF,90000121,Lions,DEF,DET,4800,4.83,GB,90000121,game:DET-GB
5,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
5,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
5,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
5,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
5,WR3,90000166,Xavier Manning,WR,MIN,4000,1.34,HOU,90000166,game:DET-GB
5,TE,90000228,Tyler Kessler,TE,NO,4100,1.78,ATL,90000228,game:DET-GB
5,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
6,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
6,DEF,90000121,Lions,DEF,DET,4800,4.83,GB,90000121,game:DET-GB
6,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
6,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
6,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
6,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
6,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,JAX,90000178,game:DET-GB
6,TE,90000120,Ryan Estrada,TE,DET,4100,1.56,GB,90000120,game:DET-GB
6,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
7,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
7,DEF,90000049,Eagles,DEF,PHI,5100,6.75,DAL,90000049,game:DET-GB
7,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
7,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
7,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
7,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
7,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,JAX,90000178,game:DET-GB
7,TE,90000108,Tyler Winslow,TE,GB,4000,1.17,DET,90000108,game:DET-GB
7,FLEX,90000148,Brandon Grant,RB,HOU,7000,16.79,MIN,90000148,game:DET-GB
8,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,DET,90000098,game:DET-GB
8,DEF,90000169,Vikings,DEF,MIN,4300,2.81,HOU,90000169,game:DET-GB
8,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,CIN,90000076,game:DET-GB
8,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,NO,90000232,game:DET-GB
8,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,GB,90000115,game:DET-GB
8,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,DET,90000104,game:DET-GB
8,WR3,90000106,Xavier Monroe,WR,GB,4400,2.78,DET,90000106,game:DET-GB
8,TE,90000168,DeAndre Rivers,TE,MIN,4200,2.28,HOU,90000168,game:DET-GB
8,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:DET-GB
9,QB,90000074,Antonio Monroe,QB,BAL,8500,23.74,CIN,90000074,game:BAL-CIN
9,DEF,90000169,Vikings,DEF,MIN,4300,2.81,HOU,90000169,game:BAL-CIN
9,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,MIA,90000064,game:BAL-CIN
9,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,BAL,90000088,game:BAL-CIN
9,WR1,90000175,Reggie Osei,WR,PIT,7000,16.64,JAX,90000175,game:BAL-CIN
9,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,BAL,90000092,game:BAL-CIN
9,WR3,90000082,Julian Booker,WR,BAL,4700,4.41,CIN,90000082,game:BAL-CIN
9,TE,90000047,Corey Manning,TE,PHI,6100,12.06,DAL,90000047,game:BAL-CIN
9,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,HOU,90000160,game:BAL-CIN
10,QB,90000074,Antonio Monroe,QB,BAL,8500,23.74,CIN,90000074,game:BAL-CIN
10,DEF,90000169,Vikings,DEF,MIN,4300,2.81,HOU,90000169,game:BAL-CIN
10,RB1,90000136,Dominic Rourke,RB,LAR,7900,21.64,SEA,90000136,game:BAL-CIN
10,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,BAL,90000088,game:BAL-CIN
10,WR1,90000175,Reggie Osei,WR,PIT,7000,16.64,JAX,90000175,game:BAL-CIN
10,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,BAL,90000092,game:BAL-CIN
10,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,CIN,90000081,game:BAL-CIN
10,TE,90000047,Corey Manning,TE,PHI,6100,12.06,DAL,90000047,game:BAL-CIN
10,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,PHI,90000028,game:BAL-CIN
11,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,NO,90000230,game:NO-ATL
11,DEF,90000049,Eagles,DEF,PHI,5100,6.75,DAL,90000049,game:NO-ATL
11,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,MIA,90000064,game:NO-ATL
11,RB2,90000136,Dominic Rourke,RB,LAR,7900,21.64,SEA,90000136,game:NO-ATL
11,WR1,90000235,Chris Estrada,WR,ATL,7700,19.47,NO,90000235,game:NO-ATL
11,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,BAL,90000092,game:NO-ATL
11,WR3,90000238,Malik Booker,WR,ATL,4500,3.73,NO,90000238,game:NO-ATL
11,TE,90000228,Tyler Kessler,TE,NO,4100,1.78,ATL,90000228,game:NO-ATL
11,FLEX,90000088,Chris Pace,RB,CIN,7900,21.51,BAL,90000088,game:NO-ATL
12,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,NO,90000230,game:NO-ATL
12,DEF,90000169,Vikings,DEF,MIN,4300,2.81,HOU,90000169,game:NO-ATL
12,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,MIA,90000064,game:NO-ATL
12,RB2,90000136,Dominic Rourke,RB,LAR,7900,21.64,SEA,90000136,game:NO-ATL
12,WR1,90000235,Chris Estrada,WR,ATL,7700,19.47,NO,90000235,game:NO-ATL
12,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,JAX,90000175,game:NO-ATL
