lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,stack_target
1,QB,00-0036355,Justin Herbert,QB,LAC,6100,27.31948023551965,PIT,
1,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,
1,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,
1,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
1,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,
1,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,
1,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,
1,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,
1,FLEX,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
2,QB,00-0036355,Justin Herbert,QB,LAC,6100,27.31948023551965,PIT,
2,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,
2,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,
2,RB2,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
2,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,
2,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,
2,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,
2,TE,00-0037744,Trey McBride,TE,ARI,4400,15.71982160279896,SEA,
2,FLEX,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
3,QB,00-0036355,Justin Herbert,QB,LAC,6100,27.31948023551965,PIT,
3,DST,DST_LAC,Chargers,DST,LAC,3000,4.130181408450705,ARI,
3,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,
3,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
3,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,
3,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,
3,WR3,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,
3,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,
3,FLEX,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
4,QB,00-0036355,Justin Herbert,QB,LAC,6100,27.31948023551965,PIT,
4,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
4,RB1,00-0033280,Christian McCaffrey,RB,SF,8900,17.189371042813175,LA,
4,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
4,WR1,00-0038544,Quentin Johnston,WR,LAC,4700,19.10481441321032,PIT,
4,WR2,00-0039915,Ladd McConkey,WR,LAC,7200,18.50100379408468,PIT,
4,WR3,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,
4,TE,00-0040189,Oronde Gadsden II,TE,LAC,2500,19.16922536203743,PIT,
4,FLEX,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
5,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
5,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,
5,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
5,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
5,WR1,00-0030279,Keenan Allen,WR,LAC,3600,16.55819351987583,PIT,
5,WR2,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,
5,WR3,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
5,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
5,FLEX,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
6,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
6,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,
6,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
6,RB2,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
6,WR1,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
6,WR2,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
6,WR3,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
6,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
6,FLEX,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
7,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
7,DST,DST_DEN,Broncos,DST,DEN,3300,3.4073770778652666,KC,
7,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
7,RB2,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
7,WR1,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
7,WR2,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
7,WR3,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
7,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
7,FLEX,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
8,QB,00-0039732,Bo Nix,QB,DEN,6300,22.131842062673385,LV,
8,DST,DST_BAL,Ravens,DST,BAL,3400,4.372449178872614,IND,
