slate_id,position,n,OLD_sp,OLD_valsp,OLD_top,OLD_topact,FIX_NS_sp,FIX_NS_valsp,FIX_NS_top,FIX_NS_topact,FIX_sp,FIX_valsp,FIX_top,FIX_topact
dk_classic_wk1_afternoon_13Sep2026,QB,8,-0.11904761904761905,-0.14285714285714288,0.3333333333333333,18.26,-0.38095238095238104,-0.38095238095238104,0.3333333333333333,13.200000000000001,-0.19047619047619052,-0.4761904761904762,0.3333333333333333,13.200000000000001
dk_classic_wk1_afternoon_13Sep2026,RB,9,-0.08368274087557231,-0.11666666666666665,0.6,14.919999999999998,-0.04184137043778616,-0.08333333333333334,0.6,14.919999999999998,0.05857791861290061,-0.16666666666666669,0.6,14.919999999999998
dk_classic_wk1_afternoon_13Sep2026,WR,13,0.4628116735064833,0.24759308154632828,0.75,14.3375,0.5206631326947937,0.11829447229435683,0.75,14.3,0.5013793129653569,0.3658875538406851,0.75,15.4875
dk_classic_wk1_early_13Sep2026,QB,15,0.24285714285714283,-0.06428571428571428,0.0,15.413333333333334,-0.13928571428571426,-0.2285714285714285,0.0,17.886666666666667,0.1607142857142857,-0.23571428571428568,0.0,17.80666666666667
dk_classic_wk1_early_13Sep2026,RB,23,0.5737583570266555,0.26778656126482214,0.6,30.419999999999998,0.45762294453633334,-0.02075098814229249,0.6,29.619999999999997,0.5861131881426473,0.1818181818181818,0.6,29.619999999999997
dk_classic_wk1_early_13Sep2026,TE,10,-0.737818594316116,-0.41337576970244394,0.0,1.8666666666666665,-0.597572084652722,-0.4498501023232478,0.0,1.8666666666666665,-0.7500139429824981,-0.8632258720256917,0.0,3.4333333333333336
dk_classic_wk1_early_13Sep2026,WR,28,0.17875719257245473,0.1598248494800219,0.375,15.95,0.20120449699962364,0.24958949096880134,0.375,15.9375,0.17656721165273095,0.2895457033388068,0.5,16.95
dk_classic_wk1_main_13Sep2026,QB,23,0.15217391304347824,0.019762845849802375,0.0,15.286666666666667,-0.22035573122529645,-0.3270750988142293,0.0,8.573333333333334,-0.1383399209486166,-0.30335968379446643,0.0,8.573333333333334
dk_classic_wk1_main_13Sep2026,RB,31,0.4559387065881896,0.25967741935483873,0.6,28.52,0.3750756277107619,0.13951612903225807,0.4,23.82,0.4823553233785712,0.2395161290322581,0.4,22.66
dk_classic_wk1_main_13Sep2026,TE,14,-0.019823836635342915,-0.09460951819631991,0.6666666666666666,16.066666666666666,-0.06167415842106685,-0.17161726556541748,0.3333333333333333,7.8999999999999995,-0.14317215347747658,-0.3916394009056964,0.3333333333333333,8.166666666666666
dk_classic_wk1_main_13Sep2026,WR,39,0.3307349733715282,0.20254061466295234,0.375,15.875,0.33853007375402216,0.28756516054844955,0.375,15.9375,0.41172302929354304,0.3548762593744682,0.625,20.200000000000003
dk_classic_wk2_afternoon_20Sep2026,QB,10,0.34545454545454546,0.2606060606060606,0.6666666666666666,22.706666666666667,0.35757575757575755,0.5151515151515151,0.6666666666666666,24.326666666666668,0.29696969696969694,0.28484848484848485,0.6666666666666666,24.326666666666668
dk_classic_wk2_afternoon_20Sep2026,RB,13,0.510989010989011,0.07692307692307691,0.4,9.84,0.6043956043956044,0.34615384615384615,0.6,11.14,0.7252747252747254,0.4230769230769231,0.8,14.34
dk_classic_wk2_afternoon_20Sep2026,WR,22,0.37016119544417536,0.18690005646527386,0.625,19.2125,0.37920330098174304,0.11688311688311688,0.625,19.2125,0.5933881759028766,0.29870129870129875,0.625,19.2125
dk_classic_wk2_early_20Sep2026,QB,15,0.01966041893191964,-0.13214285714285715,0.3333333333333333,16.2,0.14477217577140825,0.2642857142857143,0.3333333333333333,16.2,0.01966041893191964,-0.028571428571428564,0.0,14.226666666666668
dk_classic_wk2_early_20Sep2026,RB,21,0.16883116883116883,-0.07402597402597402,0.2,10.16,0.18441558441558442,-0.13896103896103898,0.2,10.16,0.22467532467532467,-0.125974025974026,0.2,11.2
dk_classic_wk2_early_20Sep2026,TE,8,0.261904761904762,0.4285714285714286,0.3333333333333333,5.266666666666667,0.261904761904762,0.4285714285714286,0.3333333333333333,5.266666666666667,-0.4523809523809524,0.2380952380952381,0.0,2.066666666666667
dk_classic_wk2_early_20Sep2026,WR,29,0.4542991022325572,0.18992486903514244,0.375,13.375,0.4735156586176654,0.13671634541440214,0.25,11.8875,0.49790590326030276,0.0822761430061447,0.625,17.925
dk_classic_wk2_main_20Sep2026,QB,25,0.18888248089349308,0.021538461538461538,0.6666666666666666,24.680000000000003,0.2538949845004184,0.24615384615384614,0.3333333333333333,17.666666666666668,0.16118484622072016,0.09461538461538462,0.3333333333333333,17.666666666666668
dk_classic_wk2_main_20Sep2026,RB,35,0.3458467606418761,0.03417366946778712,0.4,14.48,0.34178456701748794,0.07787114845938375,0.4,14.48,0.4007564123922266,0.0773109243697479,0.4,12.940000000000001
dk_classic_wk2_main_20Sep2026,TE,13,0.37912087912087916,0.4230769230769231,0.6666666666666666,10.133333333333333,0.5,0.46153846153846156,0.6666666666666666,11.433333333333332,-0.11538461538461539,0.4230769230769231,0.3333333333333333,6.5
dk_classic_wk2_main_20Sep2026,WR,51,0.4816365423142367,0.23109642993930324,0.375,20.3,0.4730375061330955,0.15154531894786108,0.375,19.587500000000002,0.5512434772963167,0.2012760760466068,0.625,24.650000000000002
