espn_id,player_name,espn_position,team,status,raw_status,last_updated,normalized_name,normalized_team,match_method
4430841,Carson Beck,QB,ARI,OUT,Out,2026-09-13T19:21Z,carson beck,ARI,
4870808,Jeremiyah Love,RB,ARI,ACTIVE,,,jeremiyah love,ARI,
4869132,Reggie Virgil,WR,ARI,OUT,Out,2026-09-13T19:05Z,reggie virgil,ARI,
4588298,Jameson Geers,TE,ARI,OUT,Injured Reserve,2026-08-19T12:07Z,jameson geers,ARI,
4699354,Harrison Wallace III,WR,ARI,ACTIVE,,,harrison wallace,ARI,
4870612,Zachariah Branch,WR,ATL,ACTIVE,,,zachariah branch,ATL,
5344782,Jack Strand,QB,ATL,ACTIVE,,,jack strand,ATL,
4869816,Vinny Anthony II,WR,ATL,ACTIVE,,,vinny anthony,ATL,
4881826,Cash Jones,RB,ATL,ACTIVE,,,cash jones,ATL,
4832827,Jack Velling,TE,ATL,ACTIVE,,,jack velling,ATL,
4876132,Josh Cuevas,TE,BAL,ACTIVE,,,josh cuevas,BAL,
4429582,Joe Fagnano,QB,BAL,OUT,Out,2026-09-13T15:59Z,joe fagnano,BAL,
4432260,Matthew Hibner,TE,BAL,ACTIVE,,,matthew hibner,BAL,
4870847,Ja'Kobi Lane,WR,BAL,QUESTIONABLE,Questionable,2026-09-13T19:11Z,jakobi lane,BAL,
5088338,Elijah Sarratt,WR,BAL,OUT,Out,2026-09-13T15:54Z,elijah sarratt,BAL,
4685526,Adam Randall,RB,BAL,OUT,Injured Reserve,2026-08-31T03:52Z,adam randall,BAL,
5084402,Ty Pezza,TE,BAL,ACTIVE,,,ty pezza,BAL,
4683153,Skyler Bell,WR,BUF,OUT,Out,2026-09-13T15:59Z,skyler bell,BUF,
4242433,Joshua Palmer,WR,BUF,ACTIVE,,,joshua palmer,BUF,
4430270,Ja'Mori Maclin,WR,BUF,ACTIVE,,,jamori maclin,BUF,
4428993,Haynes King,QB,CAR,OUT,Out,2026-09-13T15:59Z,haynes king,CAR,
5091739,Chris Brazzell II,WR,CAR,OUT,Injured Reserve,2026-07-31T18:57Z,chris brazzell,CAR,
