team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NO,pass,1.0,exclusive,53.04,38.92,0.7337,14.13
PIT,pass,1.0,exclusive,43.67,33.46,0.7661,10.21
MIN,pass,1.0,exclusive,40.71,31.52,0.7743,9.19
NO,recv,1.0,recent,48.18,37.43,0.7768,10.75
HOU,pass,1.0,exclusive,44.01,34.84,0.7916,9.17
GB,pass,1.0,exclusive,44.54,35.34,0.7935,9.2
MIN,rush,1.0,recent,33.6,26.85,0.7992,6.75
CHI,rush,1.0,recent,36.01,29.03,0.8062,6.98
CIN,pass,1.0,exclusive,41.88,33.81,0.8073,8.07
NYJ,rush,0.9744,recent,36.92,29.82,0.8076,7.1
TEN,pass,1.0,exclusive,37.25,30.18,0.8101,7.07
ATL,pass,1.0,exclusive,35.77,29.51,0.8248,6.27
NE,pass,1.0,exclusive,38.21,31.85,0.8336,6.36
NE,rush,1.0,recent,35.93,30.08,0.8374,5.84
HOU,recv,1.0,recent,40.44,33.91,0.8385,6.53
PIT,recv,1.0,recent,37.73,31.73,0.841,6.0
HOU,rush,1.0,recent,32.37,27.4,0.8464,4.97
BAL,rush,1.0,recent,36.96,31.46,0.8512,5.5
CHI,pass,1.0,exclusive,39.0,33.26,0.8527,5.75
GB,recv,1.0,recent,40.2,34.3,0.8533,5.9
PHI,pass,1.0,exclusive,33.87,28.99,0.856,4.88
TEN,recv,1.0,recent,32.82,28.22,0.8597,4.6
CLE,pass,1.0,exclusive,32.81,28.3,0.8625,4.51
NO,rush,1.0,recent,28.19,24.38,0.8649,3.81
TB,pass,1.0,exclusive,35.28,30.68,0.8695,4.6
NE,recv,1.0,recent,35.27,30.7,0.8704,4.57
CAR,pass,1.0,exclusive,38.73,33.96,0.8768,4.77
ATL,rush,1.0,recent,34.09,29.9,0.8769,4.2
BAL,pass,1.0,exclusive,35.96,31.55,0.8775,4.4
CIN,rush,1.0,recent,28.93,25.74,0.8898,3.19
CAR,recv,1.0,recent,36.14,32.22,0.8917,3.91
CIN,recv,1.0,recent,36.46,32.68,0.8962,3.78
NYJ,pass,1.0,exclusive,33.52,30.3,0.9037,3.23
TB,recv,1.0,recent,32.16,29.73,0.9244,2.43
CLE,rush,1.0,full_season,27.32,25.59,0.9365,1.73
PIT,rush,1.0,full_season,26.48,24.99,0.9437,1.49
PHI,recv,1.0,full_season,28.71,27.41,0.9547,1.3
GB,rush,1.0,full_season,25.49,24.37,0.9559,1.12
PHI,rush,1.0,recent,32.04,30.66,0.9569,1.38
CHI,recv,1.0,recent,32.67,31.45,0.9626,1.22
CAR,rush,1.0,full_season,26.54,25.74,0.9702,0.79
TB,rush,1.0,full_season,27.49,28.29,1.0291,0.8
TEN,rush,1.0,full_season,24.71,25.21,1.0199,0.49
ATL,recv,1.0,full_season,26.95,27.48,1.0198,0.53
CLE,recv,1.0,full_season,27.59,27.12,0.9828,0.48
MIN,recv,1.0,full_season,30.25,29.96,0.9904,0.29
BAL,recv,1.0,full_season,30.19,30.37,1.0059,0.18
NYJ,recv,1.0,full_season,29.0,28.88,0.9957,0.12
