team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
SEA,pass,1.0,exclusive,2.0,30.53,15.2651,28.53
MIN,pass,1.0,exclusive,5.0,30.13,6.0261,25.13
WAS,pass,1.0,exclusive,16.0,33.33,2.0833,17.33
MIA,pass,1.0,exclusive,23.16,31.74,1.3709,8.59
MIN,rush,1.0,recent,40.82,27.88,0.683,12.94
CLE,pass,1.0,exclusive,24.02,31.53,1.3125,7.51
LV,rush,0.9697,recent,38.49,26.93,0.6997,11.56
NYJ,rush,0.9848,recent,37.81,26.82,0.7091,11.0
HOU,recv,1.0,recent,51.26,36.58,0.7136,14.68
LAC,rush,1.0,recent,34.36,24.93,0.7255,9.43
WAS,rush,1.0,recent,36.56,26.91,0.7363,9.64
NO,recv,1.0,recent,47.06,35.47,0.7538,11.59
SEA,rush,0.9839,recent,37.97,28.93,0.762,9.04
LV,pass,1.0,exclusive,26.53,32.7,1.2329,6.18
IND,rush,0.9808,recent,33.43,25.77,0.771,7.65
KC,rush,0.9851,recent,38.48,29.86,0.776,8.62
CIN,recv,1.0,recent,41.9,32.62,0.7785,9.28
ARI,pass,1.0,exclusive,28.46,34.47,1.2115,6.02
ARI,rush,1.0,recent,31.13,24.73,0.7944,6.4
KC,recv,1.0,recent,42.98,34.3,0.798,8.68
BUF,rush,1.0,recent,35.65,28.47,0.7986,7.18
TB,recv,1.0,recent,40.03,32.01,0.7996,8.02
MIA,rush,0.9787,recent,29.66,23.81,0.8027,5.85
LV,recv,1.0,recent,39.61,31.8,0.8029,7.81
NYG,recv,1.0,recent,38.64,31.04,0.8032,7.6
PIT,recv,1.0,recent,42.36,34.14,0.8061,8.21
IND,pass,1.0,exclusive,27.62,32.87,1.1903,5.26
BAL,rush,1.0,recent,33.81,27.51,0.8137,6.3
DET,recv,1.0,recent,44.11,35.92,0.8142,8.2
LAC,pass,1.0,exclusive,28.67,33.65,1.1736,4.98
NYG,pass,1.0,exclusive,27.0,31.64,1.1718,4.64
CAR,recv,1.0,recent,39.47,32.7,0.8285,6.77
NYJ,pass,1.0,exclusive,30.05,35.16,1.1702,5.11
WAS,recv,1.0,recent,38.23,31.9,0.8343,6.34
SF,rush,1.0,recent,34.33,28.7,0.8361,5.62
JAX,pass,1.0,exclusive,27.85,32.41,1.1636,4.56
TEN,pass,1.0,exclusive,25.8,29.98,1.162,4.18
CIN,rush,1.0,recent,32.66,27.38,0.8383,5.28
NYG,rush,1.0,recent,34.68,29.26,0.8436,5.42
NO,rush,1.0,recent,32.16,27.15,0.8442,5.01
JAX,rush,0.9821,recent,31.0,26.17,0.8444,4.82
DET,rush,1.0,recent,30.32,25.66,0.8462,4.66
IND,recv,1.0,recent,37.4,31.72,0.8483,5.67
NYJ,recv,1.0,recent,39.31,33.36,0.8488,5.94
NE,rush,1.0,recent,31.36,26.62,0.8489,4.74
NE,pass,1.0,exclusive,28.21,32.46,1.1507,4.25
SF,recv,0.9455,recent,35.53,30.25,0.8512,5.29
BAL,pass,1.0,exclusive,30.36,34.87,1.1485,4.51
SF,pass,1.0,exclusive,28.76,33.03,1.1484,4.27
ARI,recv,1.0,recent,38.91,33.3,0.856,5.6
CLE,rush,1.0,recent,30.96,26.79,0.8652,4.17
DAL,rush,1.0,recent,26.66,23.12,0.8673,3.54
HOU,pass,1.0,exclusive,43.73,37.96,0.8681,5.77
PIT,rush,0.9773,recent,27.4,23.8,0.8686,3.6
SEA,recv,1.0,recent,34.16,29.74,0.8707,4.42
HOU,rush,1.0,recent,31.1,27.28,0.8774,3.81
DAL,recv,1.0,recent,39.44,34.61,0.8776,4.83
TEN,rush,1.0,recent,29.27,25.89,0.8843,3.39
MIA,recv,1.0,recent,34.59,30.75,0.889,3.84
CAR,rush,1.0,recent,29.52,26.42,0.8952,3.09
BUF,pass,1.0,exclusive,31.36,34.52,1.1009,3.16
BAL,recv,1.0,recent,36.66,33.44,0.912,3.22
TB,rush,1.0,recent,28.41,25.93,0.9128,2.48
NO,pass,1.0,exclusive,40.09,36.68,0.9149,3.41
JAX,recv,0.9796,recent,33.27,30.45,0.9153,2.82
DAL,pass,1.0,exclusive,33.23,35.99,1.0832,2.76
MIN,recv,1.0,recent,31.43,28.83,0.9171,2.6
TEN,recv,1.0,recent,30.43,28.06,0.922,2.37
BUF,recv,1.0,recent,35.72,33.03,0.9246,2.69
LAC,recv,1.0,recent,34.96,32.49,0.9293,2.47
CLE,recv,1.0,recent,32.9,30.7,0.9332,2.2
TB,pass,1.0,exclusive,31.18,33.0,1.0585,1.82
PIT,pass,1.0,exclusive,33.82,35.65,1.0542,1.83
NE,recv,1.0,recent,32.66,31.1,0.9523,1.56
KC,pass,1.0,exclusive,37.33,35.74,0.9575,1.59
DET,pass,1.0,exclusive,37.4,36.41,0.9735,0.99
CIN,pass,1.0,exclusive,32.65,33.37,1.0219,0.72
CAR,pass,1.0,exclusive,35.11,34.47,0.9818,0.64
